Year,Month,Company,Product,Customer Category,Customer,MJPRDesc,Region,Product Detail,No. of People,SalesOffice,Sales Channel,Price,Regional Manager,Sales Head
2021,April,BGSW,Consulting,Basic,Google,Maintenance,North,Services,2,Bangalore,Internal,2823.65,Priya Singh,Manoj Verma
2023,June,BGSW,Software,Standard,BBG,Upgrade,North,Consulting,5,Bangalore,External,4097.88,Priya Singh,Manoj Verma
2021,April,BGSW,Support,Premium,BBG,Upgrade,North,Consulting,1,Hyderabad,Internal,4580.8,Priya Singh,Manoj Verma
2021,March,BGSW,Consulting,Premium,BBG,Upgrade,West,Support,3,Hyderabad,External,1265.55,Vikram Joshi,Neha Kapoor
2021,June,BGSW,Software,Standard,TCS,Upgrade,South,Services,4,Kolkata,Internal,1357.45,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Standard,Amazon,Upgrade,East,Consulting,10,Bangalore,External,3770.19,Meena Das,Sourav Roy
2022,February,BGSW,Software,Premium,Microsoft,Maintenance,North,Support,4,Chennai,External,4582.98,Priya Singh,Manoj Verma
2023,June,BGSW,Software,Premium,Microsoft,Upgrade,East,Consulting,6,Kolkata,External,3590.84,Meena Das,Sourav Roy
2023,April,BGSW,Support,Premium,Microsoft,Support,West,Services,6,Bangalore,External,4587.02,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Software,Standard,BBG,Maintenance,South,Consulting,9,Hyderabad,Internal,1671.31,Anil Kumar,Ravi Shankar
2022,April,BGSW,Consulting,Premium,Google,Upgrade,West,Consulting,5,Hyderabad,External,698.73,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Support,Standard,Google,Maintenance,North,Support,9,Delhi,External,4517.02,Priya Singh,Manoj Verma
2023,April,BGSW,Consulting,Basic,TCS,Upgrade,East,Services,4,Bangalore,Internal,1534.37,Meena Das,Sourav Roy
2022,March,BGSW,Consulting,Basic,BBG,Upgrade,South,Services,8,Hyderabad,External,2104.34,Anil Kumar,Ravi Shankar
2022,April,BGSW,Services,Basic,TCS,Workpacket,West,Services,6,Hyderabad,Internal,4406.78,Vikram Joshi,Neha Kapoor
2021,June,BGSW,Support,Basic,Wipro,Workpacket,North,Services,9,Chennai,Internal,2373.89,Priya Singh,Manoj Verma
2021,April,BGSW,Services,Standard,Microsoft,Maintenance,South,Services,7,Delhi,Internal,4266.4,Anil Kumar,Ravi Shankar
2021,January,BGSW,Software,Basic,Wipro,Upgrade,North,Software,5,Chennai,Internal,1982.42,Priya Singh,Manoj Verma
2023,May,BGSW,Software,Standard,Wipro,Workpacket,South,Consulting,1,Kolkata,External,1954.27,Anil Kumar,Ravi Shankar
2023,January,BGSW,Software,Premium,BBG,Maintenance,South,Consulting,4,Mumbai,Internal,592.3,Anil Kumar,Ravi Shankar
2021,April,BGSW,Software,Standard,Wipro,Workpacket,North,Services,5,Mumbai,External,3811.5,Priya Singh,Manoj Verma
2023,May,BGSW,Consulting,Standard,Wipro,Support,East,Support,9,Bangalore,External,2504.49,Meena Das,Sourav Roy
2022,March,BGSW,Software,Premium,TCS,Upgrade,West,Support,10,Bangalore,External,3338.09,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Support,Standard,Wipro,Workpacket,South,Consulting,8,Chennai,Internal,1808.16,Anil Kumar,Ravi Shankar
2021,April,BGSW,Support,Premium,Amazon,Maintenance,West,Consulting,9,Mumbai,External,3058.41,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Services,Basic,BBG,Upgrade,South,Services,8,Kolkata,External,2099.56,Anil Kumar,Ravi Shankar
2023,January,BGSW,Services,Basic,Wipro,Upgrade,South,Consulting,3,Mumbai,Internal,874.81,Anil Kumar,Ravi Shankar
2022,May,BGSW,Software,Basic,BBG,Maintenance,East,Support,3,Bangalore,Internal,851.99,Meena Das,Sourav Roy
2023,January,BGSW,Software,Basic,Microsoft,Support,East,Software,2,Hyderabad,Internal,3451.1,Meena Das,Sourav Roy
2023,April,BGSW,Software,Standard,Infosys,Maintenance,West,Software,5,Hyderabad,Internal,1108.01,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Consulting,Premium,Amazon,Upgrade,North,Consulting,4,Mumbai,Internal,887.42,Priya Singh,Manoj Verma
2021,April,BGSW,Software,Premium,Microsoft,Workpacket,West,Consulting,8,Mumbai,External,588.33,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Consulting,Standard,Infosys,Upgrade,West,Services,6,Hyderabad,Internal,3336.84,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Support,Premium,BBG,Upgrade,West,Software,9,Chennai,External,1543.58,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Software,Basic,Google,Support,South,Support,7,Mumbai,Internal,2726.55,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Premium,Amazon,Maintenance,East,Consulting,8,Delhi,External,1544.46,Meena Das,Sourav Roy
2023,June,BGSW,Support,Basic,TCS,Upgrade,North,Consulting,5,Kolkata,External,4819.12,Priya Singh,Manoj Verma
2022,February,BGSW,Consulting,Standard,Wipro,Support,East,Software,3,Bangalore,Internal,1203.41,Meena Das,Sourav Roy
2021,April,BGSW,Software,Standard,Amazon,Workpacket,West,Services,1,Delhi,External,2106.7,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Services,Premium,Google,Upgrade,North,Services,10,Bangalore,Internal,3028.92,Priya Singh,Manoj Verma
2022,March,BGSW,Support,Premium,TCS,Maintenance,West,Consulting,9,Chennai,Internal,3678.82,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Services,Basic,Infosys,Support,West,Services,9,Hyderabad,Internal,3334.67,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Support,Basic,BBG,Upgrade,North,Services,3,Kolkata,External,2005.73,Priya Singh,Manoj Verma
2021,February,BGSW,Software,Standard,TCS,Support,North,Consulting,8,Delhi,External,2772.6,Priya Singh,Manoj Verma
2022,March,BGSW,Software,Standard,Wipro,Workpacket,South,Consulting,9,Mumbai,Internal,1120.97,Anil Kumar,Ravi Shankar
2022,April,BGSW,Software,Basic,TCS,Maintenance,West,Services,8,Bangalore,Internal,3729.32,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Support,Standard,TCS,Workpacket,South,Software,1,Mumbai,Internal,3470.79,Anil Kumar,Ravi Shankar
2023,January,BGSW,Support,Standard,BBG,Maintenance,North,Support,6,Hyderabad,External,4550.94,Priya Singh,Manoj Verma
2023,April,BGSW,Software,Basic,Amazon,Upgrade,North,Support,7,Bangalore,External,879.26,Priya Singh,Manoj Verma
2022,June,BGSW,Consulting,Basic,Infosys,Maintenance,East,Consulting,2,Chennai,External,2846.01,Meena Das,Sourav Roy
2021,January,BGSW,Support,Premium,TCS,Maintenance,North,Software,9,Hyderabad,Internal,4287.13,Priya Singh,Manoj Verma
2023,May,BGSW,Support,Premium,Microsoft,Support,East,Software,5,Chennai,Internal,2539.16,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Standard,Google,Maintenance,North,Consulting,7,Chennai,Internal,973.52,Priya Singh,Manoj Verma
2022,April,BGSW,Services,Premium,Wipro,Upgrade,North,Software,2,Hyderabad,Internal,2411.99,Priya Singh,Manoj Verma
2022,February,BGSW,Software,Premium,Google,Upgrade,North,Software,5,Chennai,External,3364.08,Priya Singh,Manoj Verma
2023,April,BGSW,Software,Premium,Amazon,Workpacket,West,Software,8,Bangalore,Internal,3625.12,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Consulting,Basic,Google,Support,West,Software,2,Hyderabad,External,3072.94,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Services,Standard,Google,Maintenance,South,Support,5,Mumbai,Internal,4060.42,Anil Kumar,Ravi Shankar
2023,April,BGSW,Services,Standard,Google,Workpacket,North,Consulting,8,Hyderabad,Internal,2963.92,Priya Singh,Manoj Verma
2021,April,BGSW,Software,Basic,Google,Upgrade,South,Support,7,Mumbai,Internal,3928.78,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Premium,TCS,Maintenance,West,Services,10,Kolkata,External,2242.56,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Services,Basic,BBG,Maintenance,West,Services,3,Kolkata,Internal,3073.98,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Services,Basic,Infosys,Support,East,Consulting,10,Chennai,Internal,4807.82,Meena Das,Sourav Roy
2022,May,BGSW,Services,Premium,Wipro,Workpacket,North,Services,5,Bangalore,Internal,4233.61,Priya Singh,Manoj Verma
2021,May,BGSW,Support,Standard,Infosys,Support,West,Software,1,Delhi,External,1312.29,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Software,Standard,Microsoft,Support,South,Services,9,Bangalore,External,1148.15,Anil Kumar,Ravi Shankar
2021,February,BGSW,Support,Standard,Wipro,Workpacket,East,Services,10,Delhi,Internal,622.27,Meena Das,Sourav Roy
2022,April,BGSW,Services,Standard,Amazon,Upgrade,South,Support,5,Mumbai,Internal,733.45,Anil Kumar,Ravi Shankar
2023,May,BGSW,Consulting,Standard,Infosys,Upgrade,North,Services,5,Hyderabad,External,2591.71,Priya Singh,Manoj Verma
2021,April,BGSW,Services,Standard,Wipro,Workpacket,West,Services,5,Chennai,Internal,1608.42,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Software,Standard,Microsoft,Workpacket,North,Consulting,6,Chennai,Internal,4019.11,Priya Singh,Manoj Verma
2023,April,BGSW,Services,Premium,TCS,Upgrade,West,Support,3,Hyderabad,Internal,4700.78,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Support,Basic,BBG,Maintenance,West,Consulting,10,Chennai,External,704.68,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Software,Basic,Microsoft,Workpacket,South,Support,7,Bangalore,External,4477.69,Anil Kumar,Ravi Shankar
2023,March,BGSW,Software,Standard,Amazon,Maintenance,East,Support,4,Mumbai,External,571.44,Meena Das,Sourav Roy
2023,January,BGSW,Software,Premium,Microsoft,Workpacket,North,Software,9,Kolkata,External,3931.09,Priya Singh,Manoj Verma
2023,June,BGSW,Services,Basic,Microsoft,Upgrade,South,Services,6,Mumbai,External,2240.38,Anil Kumar,Ravi Shankar
2021,April,BGSW,Support,Premium,BBG,Support,South,Consulting,1,Delhi,External,1361.8,Anil Kumar,Ravi Shankar
2023,February,BGSW,Consulting,Standard,Google,Support,East,Support,8,Kolkata,Internal,532.11,Meena Das,Sourav Roy
2021,March,BGSW,Software,Premium,Infosys,Workpacket,West,Consulting,2,Chennai,Internal,3856.88,Vikram Joshi,Neha Kapoor
2022,May,BGSW,Consulting,Basic,Wipro,Maintenance,North,Consulting,1,Kolkata,External,3563.06,Priya Singh,Manoj Verma
2021,April,BGSW,Services,Standard,BBG,Upgrade,West,Support,2,Kolkata,External,2730.09,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Services,Standard,BBG,Upgrade,South,Support,1,Mumbai,Internal,2006.18,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Premium,Amazon,Workpacket,South,Consulting,6,Delhi,Internal,3316.98,Anil Kumar,Ravi Shankar
2021,April,BGSW,Software,Premium,Infosys,Maintenance,South,Support,4,Hyderabad,External,1572.62,Anil Kumar,Ravi Shankar
2021,March,BGSW,Consulting,Premium,TCS,Upgrade,East,Services,8,Chennai,Internal,884.91,Meena Das,Sourav Roy
2021,April,BGSW,Support,Basic,Microsoft,Workpacket,South,Services,8,Hyderabad,External,3248.32,Anil Kumar,Ravi Shankar
2021,January,BGSW,Services,Basic,Microsoft,Maintenance,West,Software,7,Hyderabad,External,1549.0,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Software,Standard,Infosys,Support,South,Support,1,Mumbai,External,3145.16,Anil Kumar,Ravi Shankar
2021,January,BGSW,Services,Basic,TCS,Workpacket,South,Consulting,9,Delhi,External,2394.53,Anil Kumar,Ravi Shankar
2021,February,BGSW,Consulting,Premium,Microsoft,Workpacket,West,Support,10,Mumbai,External,1900.35,Vikram Joshi,Neha Kapoor
2021,April,BGSW,Support,Basic,Google,Maintenance,North,Support,1,Chennai,Internal,757.93,Priya Singh,Manoj Verma
2022,March,BGSW,Consulting,Premium,Wipro,Workpacket,South,Services,6,Bangalore,External,3626.52,Anil Kumar,Ravi Shankar
2023,June,BGSW,Support,Basic,Infosys,Maintenance,West,Support,7,Delhi,Internal,971.82,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Services,Basic,Amazon,Workpacket,South,Software,10,Bangalore,Internal,2663.36,Anil Kumar,Ravi Shankar
2023,April,BGSW,Consulting,Standard,Amazon,Support,East,Support,1,Hyderabad,External,635.08,Meena Das,Sourav Roy
2021,March,BGSW,Software,Premium,Wipro,Maintenance,South,Services,1,Bangalore,Internal,1778.45,Anil Kumar,Ravi Shankar
2022,June,BGSW,Consulting,Standard,TCS,Workpacket,North,Consulting,4,Hyderabad,Internal,4292.97,Priya Singh,Manoj Verma
2021,June,BGSW,Consulting,Standard,Wipro,Support,South,Support,4,Delhi,External,1580.67,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Basic,Microsoft,Support,East,Consulting,3,Bangalore,Internal,2896.5,Meena Das,Sourav Roy
2022,May,BGSW,Software,Basic,Amazon,Support,East,Consulting,9,Delhi,Internal,1974.56,Meena Das,Sourav Roy
2023,March,BGSW,Consulting,Basic,Infosys,Upgrade,South,Consulting,2,Mumbai,Internal,1253.45,Anil Kumar,Ravi Shankar
2023,May,BGSW,Support,Standard,Infosys,Upgrade,West,Consulting,6,Kolkata,External,2864.64,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Software,Standard,Infosys,Upgrade,West,Services,4,Bangalore,Internal,2534.36,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Support,Standard,BBG,Workpacket,North,Support,5,Chennai,Internal,1104.49,Priya Singh,Manoj Verma
2022,April,BGSW,Support,Premium,Infosys,Support,South,Software,9,Chennai,External,2417.46,Anil Kumar,Ravi Shankar
2022,April,BGSW,Support,Standard,Google,Maintenance,West,Software,1,Bangalore,External,1552.06,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Support,Basic,Infosys,Support,South,Support,4,Hyderabad,Internal,821.07,Anil Kumar,Ravi Shankar
2023,February,BGSW,Support,Premium,Wipro,Maintenance,South,Support,5,Kolkata,External,1357.89,Anil Kumar,Ravi Shankar
2023,June,BGSW,Support,Premium,TCS,Maintenance,North,Support,6,Mumbai,External,4198.38,Priya Singh,Manoj Verma
2022,June,BGSW,Consulting,Standard,Amazon,Workpacket,South,Consulting,8,Bangalore,External,3751.3,Anil Kumar,Ravi Shankar
2022,January,BGSW,Support,Premium,BBG,Upgrade,West,Consulting,8,Mumbai,Internal,2186.15,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Services,Standard,TCS,Maintenance,North,Support,4,Mumbai,External,3585.93,Priya Singh,Manoj Verma
2023,May,BGSW,Support,Standard,Infosys,Support,West,Services,3,Bangalore,External,3056.86,Vikram Joshi,Neha Kapoor
2022,February,BGSW,Software,Premium,Infosys,Upgrade,West,Consulting,8,Hyderabad,External,3062.82,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Services,Premium,Microsoft,Workpacket,West,Services,10,Mumbai,Internal,1340.11,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Consulting,Premium,Google,Support,South,Software,1,Delhi,Internal,1273.22,Anil Kumar,Ravi Shankar
2022,February,BGSW,Services,Premium,Infosys,Upgrade,West,Software,2,Mumbai,Internal,1084.7,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Software,Premium,Infosys,Maintenance,North,Consulting,9,Kolkata,External,1739.48,Priya Singh,Manoj Verma
2021,April,BGSW,Services,Standard,Infosys,Workpacket,South,Support,10,Mumbai,External,2582.13,Anil Kumar,Ravi Shankar
2023,January,BGSW,Support,Basic,BBG,Maintenance,South,Support,7,Chennai,Internal,2367.74,Anil Kumar,Ravi Shankar
2023,June,BGSW,Software,Standard,BBG,Workpacket,North,Services,7,Kolkata,Internal,1578.63,Priya Singh,Manoj Verma
2022,June,BGSW,Support,Basic,Microsoft,Workpacket,North,Software,7,Chennai,Internal,4978.92,Priya Singh,Manoj Verma
2021,May,BGSW,Support,Standard,BBG,Workpacket,South,Support,4,Chennai,Internal,2579.75,Anil Kumar,Ravi Shankar
2023,June,BGSW,Software,Standard,Google,Upgrade,South,Consulting,7,Hyderabad,Internal,1627.73,Anil Kumar,Ravi Shankar
2022,June,BGSW,Software,Standard,BBG,Support,North,Services,9,Kolkata,Internal,3711.12,Priya Singh,Manoj Verma
2021,April,BGSW,Support,Premium,Amazon,Support,West,Services,3,Delhi,Internal,2905.94,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Services,Basic,Google,Workpacket,West,Software,6,Bangalore,Internal,3714.86,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Services,Basic,TCS,Support,North,Software,5,Mumbai,Internal,3191.92,Priya Singh,Manoj Verma
2022,February,BGSW,Consulting,Standard,Amazon,Workpacket,South,Services,1,Mumbai,Internal,4951.81,Anil Kumar,Ravi Shankar
2021,June,BGSW,Services,Premium,Microsoft,Workpacket,East,Consulting,1,Mumbai,Internal,4170.31,Meena Das,Sourav Roy
2023,June,BGSW,Consulting,Basic,Amazon,Upgrade,East,Software,2,Bangalore,Internal,976.48,Meena Das,Sourav Roy
2021,January,BGSW,Software,Basic,Google,Support,East,Software,4,Mumbai,Internal,797.07,Meena Das,Sourav Roy
2023,May,BGSW,Support,Premium,Microsoft,Workpacket,East,Software,5,Chennai,External,4923.96,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Standard,Microsoft,Maintenance,South,Software,3,Delhi,Internal,3359.09,Anil Kumar,Ravi Shankar
2023,April,BGSW,Services,Standard,Microsoft,Upgrade,East,Software,9,Kolkata,Internal,2765.39,Meena Das,Sourav Roy
2021,January,BGSW,Services,Standard,Amazon,Upgrade,South,Consulting,10,Hyderabad,Internal,1119.0,Anil Kumar,Ravi Shankar
2022,February,BGSW,Consulting,Standard,Amazon,Support,West,Consulting,10,Mumbai,External,1104.2,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Software,Basic,TCS,Maintenance,East,Services,4,Kolkata,External,2042.28,Meena Das,Sourav Roy
2023,January,BGSW,Consulting,Basic,Wipro,Workpacket,North,Software,9,Delhi,Internal,2490.62,Priya Singh,Manoj Verma
2021,April,BGSW,Services,Premium,Microsoft,Workpacket,South,Consulting,3,Hyderabad,Internal,3166.84,Anil Kumar,Ravi Shankar
2021,May,BGSW,Services,Standard,Wipro,Upgrade,North,Support,3,Kolkata,Internal,1602.16,Priya Singh,Manoj Verma
2023,February,BGSW,Support,Standard,Infosys,Upgrade,North,Consulting,5,Mumbai,Internal,4779.56,Priya Singh,Manoj Verma
2022,April,BGSW,Consulting,Standard,BBG,Upgrade,East,Software,3,Mumbai,Internal,3928.68,Meena Das,Sourav Roy
2021,March,BGSW,Consulting,Basic,Wipro,Workpacket,West,Support,7,Mumbai,External,2541.21,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Software,Premium,Google,Workpacket,West,Software,4,Bangalore,Internal,518.81,Vikram Joshi,Neha Kapoor
2022,April,BGSW,Software,Standard,Wipro,Maintenance,East,Software,8,Delhi,Internal,2339.54,Meena Das,Sourav Roy
2021,April,BGSW,Consulting,Premium,TCS,Upgrade,South,Support,6,Chennai,External,3357.41,Anil Kumar,Ravi Shankar
2023,January,BGSW,Software,Standard,Wipro,Workpacket,East,Consulting,8,Hyderabad,External,3339.29,Meena Das,Sourav Roy
2023,June,BGSW,Consulting,Standard,Infosys,Upgrade,South,Consulting,5,Bangalore,Internal,555.52,Anil Kumar,Ravi Shankar
2023,June,BGSW,Software,Standard,Wipro,Support,South,Consulting,7,Bangalore,External,1637.92,Anil Kumar,Ravi Shankar
2023,May,BGSW,Software,Basic,Google,Upgrade,East,Services,2,Kolkata,External,4164.03,Meena Das,Sourav Roy
2023,February,BGSW,Software,Basic,Google,Support,East,Consulting,8,Hyderabad,Internal,814.29,Meena Das,Sourav Roy
2023,April,BGSW,Support,Basic,BBG,Workpacket,West,Consulting,6,Bangalore,Internal,1391.09,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Software,Basic,TCS,Workpacket,North,Consulting,4,Hyderabad,Internal,4141.3,Priya Singh,Manoj Verma
2022,April,BGSW,Software,Basic,Infosys,Support,North,Consulting,2,Delhi,Internal,2199.78,Priya Singh,Manoj Verma
2021,March,BGSW,Services,Basic,Amazon,Upgrade,East,Software,2,Hyderabad,Internal,1697.36,Meena Das,Sourav Roy
2023,May,BGSW,Services,Premium,Amazon,Support,South,Software,10,Chennai,External,4694.58,Anil Kumar,Ravi Shankar
2022,May,BGSW,Software,Standard,Google,Maintenance,West,Support,4,Delhi,External,2202.96,Vikram Joshi,Neha Kapoor
2022,March,BGSW,Services,Premium,BBG,Upgrade,South,Consulting,1,Chennai,Internal,4410.52,Anil Kumar,Ravi Shankar
2023,February,BGSW,Support,Standard,Infosys,Upgrade,East,Software,4,Hyderabad,External,574.84,Meena Das,Sourav Roy
2021,June,BGSW,Support,Basic,BBG,Workpacket,East,Software,7,Kolkata,Internal,2067.5,Meena Das,Sourav Roy
2023,June,BGSW,Services,Basic,BBG,Maintenance,West,Consulting,3,Chennai,Internal,1075.38,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Software,Premium,BBG,Support,South,Software,9,Bangalore,Internal,1452.38,Anil Kumar,Ravi Shankar
2021,April,BGSW,Services,Premium,Google,Upgrade,South,Support,4,Kolkata,External,3496.7,Anil Kumar,Ravi Shankar
2023,February,BGSW,Software,Premium,TCS,Maintenance,South,Consulting,10,Chennai,Internal,3397.94,Anil Kumar,Ravi Shankar
2023,June,BGSW,Software,Basic,Wipro,Upgrade,West,Consulting,4,Delhi,Internal,1809.39,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Consulting,Basic,Microsoft,Maintenance,South,Consulting,6,Mumbai,Internal,1898.6,Anil Kumar,Ravi Shankar
2022,April,BGSW,Support,Standard,TCS,Workpacket,North,Consulting,2,Mumbai,Internal,2922.32,Priya Singh,Manoj Verma
2022,February,BGSW,Support,Premium,BBG,Upgrade,West,Consulting,10,Delhi,Internal,3861.77,Vikram Joshi,Neha Kapoor
2023,March,BGSW,Support,Basic,Wipro,Support,South,Support,10,Mumbai,Internal,2727.61,Anil Kumar,Ravi Shankar
2021,March,BGSW,Consulting,Basic,Amazon,Workpacket,West,Services,3,Mumbai,External,1845.96,Vikram Joshi,Neha Kapoor
2021,May,BGSW,Software,Standard,BBG,Upgrade,North,Support,7,Mumbai,Internal,2875.3,Priya Singh,Manoj Verma
2022,June,BGSW,Consulting,Basic,TCS,Upgrade,East,Services,3,Delhi,Internal,4324.14,Meena Das,Sourav Roy
2022,June,BGSW,Consulting,Basic,Amazon,Upgrade,East,Software,5,Bangalore,Internal,1481.61,Meena Das,Sourav Roy
2023,June,BGSW,Services,Standard,Wipro,Support,North,Consulting,7,Mumbai,Internal,4666.93,Priya Singh,Manoj Verma
2022,April,BGSW,Consulting,Premium,Microsoft,Maintenance,South,Software,3,Kolkata,External,1602.5,Anil Kumar,Ravi Shankar
2021,April,BGSW,Software,Standard,Wipro,Workpacket,South,Software,2,Mumbai,External,1738.47,Anil Kumar,Ravi Shankar
2022,January,BGSW,Services,Premium,Microsoft,Support,West,Software,9,Bangalore,Internal,3140.83,Vikram Joshi,Neha Kapoor
2022,June,BGSW,Services,Basic,Amazon,Upgrade,West,Software,7,Delhi,Internal,947.49,Vikram Joshi,Neha Kapoor
2023,May,BGSW,Consulting,Standard,TCS,Support,South,Software,9,Chennai,External,787.69,Anil Kumar,Ravi Shankar
2021,June,BGSW,Services,Premium,TCS,Workpacket,South,Services,9,Mumbai,External,1053.7,Anil Kumar,Ravi Shankar
2023,February,BGSW,Consulting,Premium,Infosys,Maintenance,North,Services,2,Hyderabad,External,2136.02,Priya Singh,Manoj Verma
2022,June,BGSW,Services,Premium,Google,Support,North,Support,9,Mumbai,Internal,3096.82,Priya Singh,Manoj Verma
2023,March,BGSW,Consulting,Basic,Microsoft,Support,East,Consulting,1,Bangalore,Internal,1848.69,Meena Das,Sourav Roy
2021,May,BGSW,Consulting,Basic,Google,Maintenance,North,Consulting,10,Mumbai,Internal,2974.32,Priya Singh,Manoj Verma
2022,June,BGSW,Consulting,Standard,BBG,Support,East,Support,7,Kolkata,Internal,2911.57,Meena Das,Sourav Roy
2023,June,BGSW,Support,Basic,Wipro,Workpacket,South,Support,10,Kolkata,Internal,2388.59,Anil Kumar,Ravi Shankar
2022,April,BGSW,Software,Premium,Infosys,Workpacket,North,Services,5,Hyderabad,Internal,3577.91,Priya Singh,Manoj Verma
2021,March,BGSW,Services,Standard,Google,Maintenance,West,Consulting,4,Delhi,Internal,940.76,Vikram Joshi,Neha Kapoor
2022,January,BGSW,Services,Premium,Infosys,Maintenance,North,Software,2,Chennai,External,3652.05,Priya Singh,Manoj Verma
2023,March,BGSW,Services,Premium,Amazon,Maintenance,East,Software,3,Delhi,External,2645.88,Meena Das,Sourav Roy
2022,January,BGSW,Consulting,Basic,Amazon,Workpacket,North,Software,10,Kolkata,External,737.89,Priya Singh,Manoj Verma
2023,February,BGSW,Software,Basic,BBG,Workpacket,East,Software,6,Mumbai,External,1741.2,Meena Das,Sourav Roy
2023,June,BGSW,Consulting,Standard,Wipro,Support,West,Support,7,Delhi,Internal,3356.05,Vikram Joshi,Neha Kapoor
2023,February,BGSW,Services,Premium,Infosys,Support,South,Services,5,Chennai,External,4137.56,Anil Kumar,Ravi Shankar
2022,June,BGSW,Consulting,Standard,BBG,Support,South,Software,1,Chennai,Internal,4598.99,Anil Kumar,Ravi Shankar
2023,April,BGSW,Support,Premium,Wipro,Support,South,Software,3,Kolkata,Internal,1286.66,Anil Kumar,Ravi Shankar
2021,May,BGSW,Support,Premium,BBG,Upgrade,East,Software,3,Delhi,Internal,2020.81,Meena Das,Sourav Roy
2023,January,BGSW,Support,Standard,BBG,Maintenance,North,Support,4,Hyderabad,External,1478.58,Priya Singh,Manoj Verma
2023,May,BGSW,Services,Standard,Infosys,Upgrade,East,Services,6,Hyderabad,External,1978.48,Meena Das,Sourav Roy
2021,January,BGSW,Support,Basic,Amazon,Upgrade,East,Support,1,Hyderabad,External,2714.21,Meena Das,Sourav Roy
2023,May,BGSW,Consulting,Standard,Microsoft,Upgrade,South,Services,3,Kolkata,External,1517.43,Anil Kumar,Ravi Shankar
2022,March,BGSW,Support,Standard,Amazon,Maintenance,West,Services,8,Kolkata,External,1228.25,Vikram Joshi,Neha Kapoor
2023,April,BGSW,Services,Standard,TCS,Workpacket,East,Services,4,Delhi,Internal,1101.56,Meena Das,Sourav Roy
2023,March,BGSW,Services,Premium,Wipro,Workpacket,West,Software,5,Hyderabad,External,2700.81,Vikram Joshi,Neha Kapoor
2023,June,BGSW,Consulting,Standard,TCS,Upgrade,West,Software,3,Hyderabad,Internal,4067.21,Vikram Joshi,Neha Kapoor
2021,March,BGSW,Services,Basic,Amazon,Support,North,Support,7,Chennai,Internal,2454.48,Priya Singh,Manoj Verma
2022,April,BGSW,Services,Standard,Amazon,Workpacket,East,Consulting,4,Delhi,Internal,4388.75,Meena Das,Sourav Roy
2023,April,BGSW,Consulting,Standard,Wipro,Support,North,Consulting,4,Chennai,Internal,1532.23,Priya Singh,Manoj Verma
2022,January,BGSW,Support,Premium,Amazon,Upgrade,North,Services,10,Bangalore,Internal,4389.58,Priya Singh,Manoj Verma
2022,May,BGSW,Support,Basic,Wipro,Workpacket,West,Consulting,6,Mumbai,External,776.07,Vikram Joshi,Neha Kapoor
2023,January,BGSW,Support,Premium,Google,Maintenance,West,Support,6,Kolkata,External,1611.36,Vikram Joshi,Neha Kapoor
2021,January,BGSW,Services,Premium,Wipro,Maintenance,South,Consulting,5,Mumbai,External,4588.17,Anil Kumar,Ravi Shankar
